category	subcategory	title
Category:Branches of biology	Category:Marine biology	Picoeukaryote
Category:Branches of biology	Category:Marine biology	Picoplankton
Category:Branches of biology	Category:Marine biology	Plankton net
Category:Branches of biology	Category:Marine biology	SCAR Southern Ocean Continuous Plankton Recorder Survey
Category:Branches of biology	Category:Marine biology	Spring bloom
Category:Branches of biology	Category:Marine biology	Thin layers (oceanography)
Category:Branches of biology	Category:Marine biology	Tychoplankton
Category:Branches of biology	Category:Marine biology	Video plankton recorder
Category:Branches of biology	Category:Marine biology	Zooplankton
Category:Branches of biology	Category:Medicine	Alternative cancer treatments
Category:Branches of biology	Category:Medicine	Activated charcoal cleanse
Category:Branches of biology	Category:Medicine	Alternative cancer treatments
Category:Branches of biology	Category:Medicine	Aromatherapy
Category:Branches of biology	Category:Medicine	Food combining
Category:Branches of biology	Category:Medicine	Gerovital
Category:Branches of biology	Category:Medicine	Herbal medicine
Category:Branches of biology	Category:Medicine	Lactobacillus casei
Category:Branches of biology	Category:Medicine	Poly-MVA
Category:Branches of biology	Category:Medicine	Qigong
Category:Branches of biology	Category:Medicine	Seasilver
Category:Branches of biology	Category:Medicine	Seed cycling
Category:Branches of biology	Category:Medicine	Medical uses of silver
Category:Branches of biology	Category:Medicine	Sungazing
Category:Branches of biology	Category:Medicine	Terrain theory
Category:Branches of biology	Category:Medicine	Ubhejane
Category:Branches of biology	Category:Medicine	Vaginal steaming
Category:Branches of biology	Category:Medicine	Landscape epidemiology
Category:Branches of biology	Category:Medicine	Clinical epidemiology
Category:Branches of biology	Category:Medicine	Cure
Category:Branches of biology	Category:Medicine	Implementability (medicine)
Category:Branches of biology	Category:Medicine	Phenotype (clinical medicine)
Category:Branches of biology	Category:Medicine	Isotopes in medicine
Category:Branches of biology	Category:Medicine	PET radiotracer
Category:Branches of biology	Category:Medicine	Radiopharmaceutical
Category:Branches of biology	Category:Medicine	Acland's Video Atlas of Human Anatomy
Category:Branches of biology	Category:Medicine	Anatomical model
Category:Branches of biology	Category:Medicine	Cinemeducation
Category:Branches of biology	Category:Medicine	Education in personalized medicine
Category:Branches of biology	Category:Medicine	Narrative medicine
Category:Branches of biology	Category:Medicine	Surgical sieve
Category:Branches of biology	Category:Medicine	Teaching clinic
Category:Branches of biology	Category:Medicine	Natural history of disease
Category:Branches of biology	Category:Medicine	Brain Renaissance
Category:Branches of biology	Category:Medicine	Burns Archive
Category:Branches of biology	Category:Medicine	Caduceus as a symbol of medicine
Category:Branches of biology	Category:Medicine	Cardiocentric hypothesis
Category:Branches of biology	Category:Medicine	Fondation Mérieux
Category:Branches of biology	Category:Medicine	Germ theory of disease
Category:Branches of biology	Category:Medicine	Iatromathematicians
Category:Branches of biology	Category:Medicine	Medical experimentation in Africa
Category:Branches of biology	Category:Medicine	Mosquito-malaria theory
Category:Branches of biology	Category:Medicine	Observationes Medicae (Tulp)
Category:Branches of biology	Category:Medicine	Paracelsianism
Category:Branches of biology	Category:Medicine	Postvaccinal encephalitis
Category:Branches of biology	Category:Medicine	Pulvermacher's chain
Category:Branches of biology	Category:Medicine	Sickle Cell Anemia, a Molecular Disease
Category:Branches of biology	Category:Medicine	Edwin Smith Papyrus
Category:Branches of biology	Category:Medicine	Social medicine
Category:Branches of biology	Category:Medicine	Social history of viruses
Category:Branches of biology	Category:Medicine	Warsaw Ghetto Hunger Study
Category:Branches of biology	Category:Medicine	Chimera (genetics)
Category:Branches of biology	Category:Medicine	Georgiann Davis
Category:Branches of biology	Category:Medicine	Disorders of sex development
Category:Branches of biology	Category:Medicine	Alice Dreger
Category:Branches of biology	Category:Medicine	Genetic diagnosis of intersex
Category:Branches of biology	Category:Medicine	Gonochorism
Category:Branches of biology	Category:Medicine	Katrina Karkazis
Category:Branches of biology	Category:Medicine	Preimplantation genetic diagnosis
Category:Branches of biology	Category:Medicine	Vaginoplasty
Category:Branches of biology	Category:Medicine	46,XX/46,XY
Category:Branches of biology	Category:Medicine	46,XX testicular disorders of sex development
Category:Branches of biology	Category:Medicine	Cloacal exstrophy
Category:Branches of biology	Category:Medicine	Pseudohermaphroditism
Category:Branches of biology	Category:Medicine	Uterus didelphys
Category:Branches of biology	Category:Medicine	Allow natural death
Category:Branches of biology	Category:Medicine	Apoptosis
Category:Branches of biology	Category:Medicine	Asystole
Category:Branches of biology	Category:Medicine	Autopsy
Category:Branches of biology	Category:Medicine	Awareness contexts
Category:Branches of biology	Category:Medicine	Beating heart cadaver
Category:Branches of biology	Category:Medicine	Biodemography of human longevity
Category:Branches of biology	Category:Medicine	Biostratinomy
Category:Branches of biology	Category:Medicine	Body broker
Category:Branches of biology	Category:Medicine	Body donation
Category:Branches of biology	Category:Medicine	Brain death
Category:Branches of biology	Category:Medicine	Brainstem death
Category:Branches of biology	Category:Medicine	Cadaver
Category:Branches of biology	Category:Medicine	Cadaveric spasm
Category:Branches of biology	Category:Medicine	Carphologia
Category:Branches of biology	Category:Medicine	Carrion insects
Category:Branches of biology	Category:Medicine	Catabiosis
Category:Branches of biology	Category:Medicine	Cell death
Category:Branches of biology	Category:Medicine	Clinical death
Category:Branches of biology	Category:Medicine	Coffin birth
Category:Branches of biology	Category:Medicine	Combined drug intoxication
Category:Branches of biology	Category:Medicine	Compression of morbidity
Category:Branches of biology	Category:Medicine	Corpse decomposition
Category:Branches of biology	Category:Medicine	Death Risk Rankings
Category:Branches of biology	Category:Medicine	Deep hypothermic circulatory arrest
Category:Branches of biology	Category:Medicine	Digital autopsy
Category:Branches of biology	Category:Medicine	Disposal of human corpses
Category:Branches of biology	Category:Medicine	Dysthanasia
Category:Branches of biology	Category:Medicine	End-of-life care
Category:Branches of biology	Category:Medicine	Ferroptosis
Category:Branches of biology	Category:Medicine	Forensic entomological decomposition
Category:Branches of biology	Category:Medicine	Forensic science
Category:Branches of biology	Category:Medicine	Fulminant
Category:Branches of biology	Category:Medicine	Gompertz–Makeham law of mortality
Category:Branches of biology	Category:Medicine	Health risks from dead bodies
Category:Branches of biology	Category:Medicine	Hot nose sign
Category:Branches of biology	Category:Medicine	Interventionism (medicine)
Category:Branches of biology	Category:Medicine	Lazarus syndrome
Category:Branches of biology	Category:Medicine	Livor mortis
Category:Branches of biology	Category:Medicine	Lung float test
Category:Branches of biology	Category:Medicine	Maternal death
Category:Branches of biology	Category:Medicine	Maternal somatic support after brain death
Category:Branches of biology	Category:Medicine	Micromort
Category:Branches of biology	Category:Medicine	Minnesota Protocol
Category:Branches of biology	Category:Medicine	Morgue
Category:Branches of biology	Category:Medicine	Mortality rate
Category:Branches of biology	Category:Medicine	Near-death studies
Category:Branches of biology	Category:Medicine	Necroptosis
Category:Branches of biology	Category:Medicine	Parthanatos
Category:Branches of biology	Category:Medicine	Perinatal mortality
Category:Branches of biology	Category:Medicine	Post-mortem chemistry
Category:Branches of biology	Category:Medicine	Post-mortem interval
Category:Branches of biology	Category:Medicine	Posthumous sperm retrieval
Category:Branches of biology	Category:Medicine	Postmortem caloricity
Category:Branches of biology	Category:Medicine	Pulseless electrical activity
Category:Branches of biology	Category:Medicine	Putrefaction
Category:Branches of biology	Category:Medicine	Rigor mortis
Category:Branches of biology	Category:Medicine	Risk adjusted mortality rate
Category:Branches of biology	Category:Medicine	Stillbirth
Category:Branches of biology	Category:Medicine	Terminal illness
Category:Branches of biology	Category:Medicine	Terminal lucidity
Category:Branches of biology	Category:Medicine	Thanatology
Category:Branches of biology	Category:Medicine	Time of occurrence
Category:Branches of biology	Category:Medicine	Tissue bank
Category:Branches of biology	Category:Medicine	Tissue gas
Category:Branches of biology	Category:Medicine	Central venous pressure
Category:Branches of biology	Category:Medicine	Right atrial pressure
Category:Branches of biology	Category:Medicine	Healing
Category:Branches of biology	Category:Medicine	Edwin Smith Papyrus
Category:Branches of biology	Category:Medicine	Appropriate use criteria
Category:Branches of biology	Category:Medicine	Medical history
Category:Branches of biology	Category:Medicine	DreamLab
Category:Branches of biology	Category:Medicine	Fondation Mérieux
Category:Branches of biology	Category:Medicine	Medical experimentation in Africa
Category:Branches of biology	Category:Medicine	Comprehensive medication management
Category:Branches of biology	Category:Medicine	Disease
Category:Branches of biology	Category:Medicine	Caduceus as a symbol of medicine
Category:Branches of biology	Category:Medicine	Folding@home
Category:Branches of biology	Category:Medicine	In silico clinical trials
Category:Branches of biology	Category:Medicine	In silico medicine
Category:Branches of biology	Category:Medicine	In vivo bioreactor
Category:Branches of biology	Category:Medicine	Irreversible electroporation
Category:Branches of biology	Category:Medicine	Agenesis
Category:Branches of biology	Category:Medicine	Agonist
Category:Branches of biology	Category:Medicine	Allow natural death
Category:Branches of biology	Category:Medicine	Anatomical terms of location
Category:Branches of biology	Category:Medicine	Aplasia
Category:Branches of biology	Category:Medicine	Arrested development
Category:Branches of biology	Category:Medicine	Asynergy
Category:Branches of biology	Category:Medicine	Atony
Category:Branches of biology	Category:Medicine	Atresia
Category:Branches of biology	Category:Medicine	Axial line (dermatomes)
Category:Branches of biology	Category:Medicine	B type inclusion
Category:Branches of biology	Category:Medicine	Calcinosis
Category:Branches of biology	Category:Medicine	Calculus (medicine)
Category:Branches of biology	Category:Medicine	Carnoy's solution
Category:Branches of biology	Category:Medicine	Central venous pressure
Category:Branches of biology	Category:Medicine	Cervical conization
Category:Branches of biology	Category:Medicine	Clinophilia
Category:Branches of biology	Category:Medicine	Cluttering
Category:Branches of biology	Category:Medicine	Corpulence index
Category:Branches of biology	Category:Medicine	Cure
Category:Branches of biology	Category:Medicine	Dead space (physiology)
Category:Branches of biology	Category:Medicine	Deficiency (medicine)
Category:Branches of biology	Category:Medicine	Degeneration (medical)
Category:Branches of biology	Category:Medicine	Depression (physiology)
Category:Branches of biology	Category:Medicine	Developmental Origins of Health and Disease
Category:Branches of biology	Category:Medicine	Diathesis (medicine)
Category:Branches of biology	Category:Medicine	Disease
Category:Branches of biology	Category:Medicine	Divaricate
Category:Branches of biology	Category:Medicine	Dose area product
Category:Branches of biology	Category:Medicine	Electuary
Category:Branches of biology	Category:Medicine	Endogenous agonist
Category:Branches of biology	Category:Medicine	Excavation (medicine)
Category:Branches of biology	Category:Medicine	Family history (medicine)
Category:Branches of biology	Category:Medicine	Federative International Committee on Anatomical Terminology
Category:Branches of biology	Category:Medicine	Fibrosis
Category:Branches of biology	Category:Medicine	Fistula
Category:Branches of biology	Category:Medicine	Fomite
Category:Branches of biology	Category:Medicine	FRAX
Category:Branches of biology	Category:Medicine	Fulminant
Category:Branches of biology	Category:Medicine	Human body temperature
Category:Branches of biology	Category:Medicine	Human equivalent
Category:Branches of biology	Category:Medicine	Hypoplasia
Category:Branches of biology	Category:Medicine	Idiopathic disease
Category:Branches of biology	Category:Medicine	Indirect agonist
Category:Branches of biology	Category:Medicine	Maternal death
Category:Branches of biology	Category:Medicine	Medical case management
Category:Branches of biology	Category:Medicine	Medical diagnosis
Category:Branches of biology	Category:Medicine	Medical history
Category:Branches of biology	Category:Medicine	Milieu intérieur
Category:Branches of biology	Category:Medicine	Narrative medicine
Category:Branches of biology	Category:Medicine	Neo-Hippocratism
Category:Branches of biology	Category:Medicine	Neuroangiogenesis
Category:Branches of biology	Category:Medicine	Neurocristopathy
Category:Branches of biology	Category:Medicine	Nocebo
Category:Branches of biology	Category:Medicine	Nosology
Category:Branches of biology	Category:Medicine	Oral myology
Category:Branches of biology	Category:Medicine	Paresis
Category:Branches of biology	Category:Medicine	Perinatal mortality
Category:Branches of biology	Category:Medicine	Phoniatrics
Category:Branches of biology	Category:Medicine	Postictal state
Category:Branches of biology	Category:Medicine	Proarrhythmia
Category:Branches of biology	Category:Medicine	Pulmonary wedge pressure
Category:Branches of biology	Category:Medicine	Rapid diagnostic test
Category:Branches of biology	Category:Medicine	Right atrial pressure
Category:Branches of biology	Category:Medicine	Risk of mortality
Category:Branches of biology	Category:Medicine	Screen time
Category:Branches of biology	Category:Medicine	Sedentary lifestyle
Category:Branches of biology	Category:Medicine	Sequence (medicine)
Category:Branches of biology	Category:Medicine	Social medicine
Category:Branches of biology	Category:Medicine	Late talker
Category:Branches of biology	Category:Medicine	Speech-language pathology
Category:Branches of biology	Category:Medicine	Subclinical infection
Category:Branches of biology	Category:Medicine	Surgical sieve
Category:Branches of biology	Category:Medicine	Surgical smoke
Category:Branches of biology	Category:Medicine	Tardive
Category:Branches of biology	Category:Medicine	Terminal illness
Category:Branches of biology	Category:Medicine	Terminologia Histologica
Category:Branches of biology	Category:Medicine	Ureterovaginal fistula
Category:Branches of biology	Category:Medicine	Vegetation (pathology)
Category:Branches of biology	Category:Medicine	Alcohol intolerance
Category:Branches of biology	Category:Medicine	Anatomical model
Category:Branches of biology	Category:Medicine	Antibody barcoding
Category:Branches of biology	Category:Medicine	Antigen retrieval
Category:Branches of biology	Category:Medicine	Appropriate use criteria
Category:Branches of biology	Category:Medicine	Awareness contexts
Category:Branches of biology	Category:Medicine	Cervical artery dissection
Category:Branches of biology	Category:Medicine	Cidex
Category:Branches of biology	Category:Medicine	Cinemeducation
Category:Branches of biology	Category:Medicine	Clinical epidemiology
Category:Branches of biology	Category:Medicine	Clinophilia
Category:Branches of biology	Category:Medicine	Collagen gel contraction assay
Category:Branches of biology	Category:Medicine	Comprehensive medication management
Category:Branches of biology	Category:Medicine	Computational epidemiology
Category:Branches of biology	Category:Medicine	Cross education
Category:Branches of biology	Category:Medicine	Deficiency (medicine)
Category:Branches of biology	Category:Medicine	Degeneration (medical)
Category:Branches of biology	Category:Medicine	Depression (physiology)
Category:Branches of biology	Category:Medicine	DeSanto-Shinawi syndrome
Category:Branches of biology	Category:Medicine	Developmental Origins of Health and Disease
Category:Branches of biology	Category:Medicine	Diathesis (medicine)
Category:Branches of biology	Category:Medicine	Efficiency of food conversion
Category:Branches of biology	Category:Medicine	Electuary
Category:Branches of biology	Category:Medicine	Human Cell Atlas
Category:Branches of biology	Category:Medicine	Hypothalamic–pituitary hormone
Category:Branches of biology	Category:Medicine	Implementability (medicine)
Category:Branches of biology	Category:Medicine	Infection rate
Category:Branches of biology	Category:Medicine	Medical case management
Category:Branches of biology	Category:Medicine	Motor planning
Category:Branches of biology	Category:Medicine	Natural history of disease
Category:Branches of biology	Category:Medicine	Neo-Hippocratism
Category:Branches of biology	Category:Medicine	Paracelsianism
Category:Branches of biology	Category:Medicine	Phenotype (clinical medicine)
Category:Branches of biology	Category:Medicine	Phoniatrics
Category:Branches of biology	Category:Medicine	Physiological functional capacity
Category:Branches of biology	Category:Medicine	Rapid diagnostic test
Category:Branches of biology	Category:Medicine	Relative Fat Mass
Category:Branches of biology	Category:Medicine	Residual chemical shift anisotropy
Category:Branches of biology	Category:Medicine	Risk of mortality
Category:Branches of biology	Category:Medicine	Sequence (medicine)
Category:Branches of biology	Category:Medicine	Shunamitism
Category:Branches of biology	Category:Medicine	Surgical smoke
Category:Branches of biology	Category:Medicine	Tardive
Category:Branches of biology	Category:Medicine	Teaching clinic
Category:Branches of biology	Category:Medicine	Terrain theory
Category:Branches of biology	Category:Medicine	Tissue remodeling
Category:Branches of biology	Category:Medicine	Topographical code
Category:Branches of biology	Category:Microbiology	Cable bacteria
Category:Branches of biology	Category:Microbiology	Marine microorganisms
Category:Branches of biology	Category:Microbiology	Marine prokaryotes
Category:Branches of biology	Category:Microbiology	Marine protists
Category:Branches of biology	Category:Microbiology	Marine microbial symbiosis
Category:Branches of biology	Category:Microbiology	Microbial biogeography
Category:Branches of biology	Category:Microbiology	Microbial consortium
Category:Branches of biology	Category:Microbiology	Microbial phylogenetics
Category:Branches of biology	Category:Microbiology	Microbivory
Category:Branches of biology	Category:Microbiology	Antimicrobial
Category:Branches of biology	Category:Microbiology	Vapour-phase-mediated antimicrobial activity
Category:Branches of biology	Category:Microbiology	Antimicrobial copper-alloy touch surfaces
Category:Branches of biology	Category:Microbiology	Antimicrobial properties of copper
Category:Branches of biology	Category:Microbiology	Azerizin
Category:Branches of biology	Category:Microbiology	Cidex
Category:Branches of biology	Category:Microbiology	Microbicide
Category:Branches of biology	Category:Microbiology	Preorbital gland
Category:Branches of biology	Category:Microbiology	Stylisin
Category:Branches of biology	Category:Microbiology	American Society for Microbiology
Category:Branches of biology	Category:Microbiology	Diagnostic microbiology
Category:Branches of biology	Category:Microbiology	Medical microbiology
Category:Branches of biology	Category:Microbiology	Society for Applied Microbiology
Category:Branches of biology	Category:Microbiology	Society for Industrial Microbiology and Biotechnology
Category:Branches of biology	Category:Microbiology	Alkaline lysis
Category:Branches of biology	Category:Microbiology	Atypical bacteria
Category:Branches of biology	Category:Microbiology	Axenic
Category:Branches of biology	Category:Microbiology	Bacteria collective motion
Category:Branches of biology	Category:Microbiology	Bacterial adhesin
Category:Branches of biology	Category:Microbiology	Bacterial conjugation
Category:Branches of biology	Category:Microbiology	Bacterial growth
Category:Branches of biology	Category:Microbiology	Bacterial outer membrane vesicles
Category:Branches of biology	Category:Microbiology	Bacterial phylodynamics
Category:Branches of biology	Category:Microbiology	Bifidobacterium animalis
Category:Branches of biology	Category:Microbiology	Biofilm
Category:Branches of biology	Category:Microbiology	Circular chromosome
Category:Branches of biology	Category:Microbiology	ColE1
Category:Branches of biology	Category:Microbiology	Colonization resistance
Category:Branches of biology	Category:Microbiology	Colony hybridization
Category:Branches of biology	Category:Microbiology	Cragie tube
Category:Branches of biology	Category:Microbiology	Dip slide
Category:Branches of biology	Category:Microbiology	Drigalski spatula
Category:Branches of biology	Category:Microbiology	Effective (database)
Category:Branches of biology	Category:Microbiology	Endophyte
Category:Branches of biology	Category:Microbiology	Endospore staining
Category:Branches of biology	Category:Microbiology	Enterotype
Category:Branches of biology	Category:Microbiology	Exogenous bacteria
Category:Branches of biology	Category:Microbiology	Experimental Bacteriology
Category:Branches of biology	Category:Microbiology	Extracellular polymeric substance
Category:Branches of biology	Category:Microbiology	Fertility factor (bacteria)
Category:Branches of biology	Category:Microbiology	Floc (biofilm)
Category:Branches of biology	Category:Microbiology	Flora (microbiology)
Category:Branches of biology	Category:Microbiology	Gene nomenclature
Category:Branches of biology	Category:Microbiology	Human gastrointestinal microbiota
Category:Branches of biology	Category:Microbiology	Hfr cell
Category:Branches of biology	Category:Microbiology	Hok/sok system
Category:Branches of biology	Category:Microbiology	Human microbiome
Category:Branches of biology	Category:Microbiology	Human Microbiome Project
Category:Branches of biology	Category:Microbiology	Integron
Category:Branches of biology	Category:Microbiology	International Committee on Systematics of Prokaryotes
Category:Branches of biology	Category:Microbiology	Kinyoun stain
Category:Branches of biology	Category:Microbiology	Lab Lemco
Category:Branches of biology	Category:Microbiology	Lactobacillus casei
Category:Branches of biology	Category:Microbiology	Lancefield grouping
Category:Branches of biology	Category:Microbiology	Litmus milk
Category:Branches of biology	Category:Microbiology	Lysogenic cycle
Category:Branches of biology	Category:Microbiology	Microbial ecology
Category:Branches of biology	Category:Microbiology	Moeller stain
Category:Branches of biology	Category:Microbiology	Multiplicity of infection
Category:Branches of biology	Category:Microbiology	Nitrifying bacteria
Category:Branches of biology	Category:Microbiology	Nucleoid
Category:Branches of biology	Category:Microbiology	Periplasm
Category:Branches of biology	Category:Microbiology	Pertactin
Category:Branches of biology	Category:Microbiology	Phenotypic testing of mycobacteria
Category:Branches of biology	Category:Microbiology	Phycobilisome
Category:Branches of biology	Category:Microbiology	Physical factors affecting microbial life
Category:Branches of biology	Category:Microbiology	Pleomorphism (microbiology)
Category:Branches of biology	Category:Microbiology	Prebiotic (nutrition)
Category:Branches of biology	Category:Microbiology	Probiotic
Category:Branches of biology	Category:Microbiology	Prokaryote
Category:Branches of biology	Category:Microbiology	Proteobiotics
Category:Branches of biology	Category:Microbiology	Psychobiotic
Category:Branches of biology	Category:Microbiology	Quorum sensing
Category:Branches of biology	Category:Microbiology	R bodies
Category:Branches of biology	Category:Microbiology	R-factor
Category:Branches of biology	Category:Microbiology	Rejuvelac
Category:Branches of biology	Category:Microbiology	Reuterin
Category:Branches of biology	Category:Microbiology	Schaeffer–Fulton stain
Category:Branches of biology	Category:Microbiology	Selenite broth
Category:Branches of biology	Category:Microbiology	Skin flora
Category:Branches of biology	Category:Microbiology	Stable-isotope probing
Category:Branches of biology	Category:Microbiology	Streaking (microbiology)
Category:Branches of biology	Category:Microbiology	Synbiotics
Category:Branches of biology	Category:Microbiology	Transduction (genetics)
Category:Branches of biology	Category:Microbiology	Type II secretion system
Category:Branches of biology	Category:Microbiology	Type VI secretion system
Category:Branches of biology	Category:Microbiology	Voges–Proskauer test
Category:Branches of biology	Category:Microbiology	Voges-Proskauer reaction
Category:Branches of biology	Category:Microbiology	Wayson stain
Category:Branches of biology	Category:Microbiology	Ziehl–Neelsen stain
Category:Branches of biology	Category:Microbiology	Aerobic denitrification
Category:Branches of biology	Category:Microbiology	Anammox
Category:Branches of biology	Category:Microbiology	Martinus Beijerinck
Category:Branches of biology	Category:Microbiology	Biofilm
Category:Branches of biology	Category:Microbiology	Bioremediation of PCBs
Category:Branches of biology	Category:Microbiology	Cable bacteria
Category:Branches of biology	Category:Microbiology	Chemosynthesis
Category:Branches of biology	Category:Microbiology	Colonization resistance
Category:Branches of biology	Category:Microbiology	Community fingerprinting
Category:Branches of biology	Category:Microbiology	Denitrification
Category:Branches of biology	Category:Microbiology	Diazotroph
Category:Branches of biology	Category:Microbiology	Endosymbiont
Category:Branches of biology	Category:Microbiology	Extremophile
Category:Branches of biology	Category:Microbiology	Floc (biofilm)
Category:Branches of biology	Category:Microbiology	GFAJ-1
Category:Branches of biology	Category:Microbiology	Human gastrointestinal microbiota
Category:Branches of biology	Category:Microbiology	Halotolerance
Category:Branches of biology	Category:Microbiology	Human microbiome
Category:Branches of biology	Category:Microbiology	Human Microbiome Project
Category:Branches of biology	Category:Microbiology	Hydrogenotroph
Category:Branches of biology	Category:Microbiology	Gijs Kuenen
Category:Branches of biology	Category:Microbiology	Metagenomics
Category:Branches of biology	Category:Microbiology	Metatranscriptomics
Category:Branches of biology	Category:Microbiology	Microbial biodegradation
Category:Branches of biology	Category:Microbiology	Microbial ecology
Category:Branches of biology	Category:Microbiology	Microbial loop
Category:Branches of biology	Category:Microbiology	Microbial population biology
Category:Branches of biology	Category:Microbiology	Microbiology of oxygen minimum zones
Category:Branches of biology	Category:Microbiology	Skin flora
Category:Branches of biology	Category:Microbiology	Stable-isotope probing
Category:Branches of biology	Category:Microbiology	Sulfate-reducing microorganisms
Category:Branches of biology	Category:Microbiology	UniFrac
Category:Branches of biology	Category:Microbiology	Viral metagenomics
Category:Branches of biology	Category:Microbiology	Sergei Winogradsky
Category:Branches of biology	Category:Microbiology	Agar plate
Category:Branches of biology	Category:Microbiology	Collodion bag
Category:Branches of biology	Category:Microbiology	Dip slide
Category:Branches of biology	Category:Microbiology	Durham tube
Category:Branches of biology	Category:Microbiology	Inoculation loop
Category:Branches of biology	Category:Microbiology	Instruments used in medical laboratories
Category:Branches of biology	Category:Microbiology	McIntosh and Filde's anaerobic jar
Category:Branches of biology	Category:Microbiology	Nitrogen fixation package
Category:Branches of biology	Category:Microbiology	Petrifilm
Category:Branches of biology	Category:Microbiology	Phase-change incubator
Category:Branches of biology	Category:Microbiology	Plankton net
Category:Branches of biology	Category:Microbiology	Syracuse dish
Category:Branches of biology	Category:Microbiology	Haematozoa
Category:Branches of biology	Category:Microbiology	Microbial phylogenetics
Category:Branches of biology	Category:Microbiology	Geomicrobiology
Category:Branches of biology	Category:Microbiology	Biogeophysics
Category:Branches of biology	Category:Microbiology	Blood Falls
Category:Branches of biology	Category:Microbiology	Deep biosphere
Category:Branches of biology	Category:Microbiology	Extremophile
Category:Branches of biology	Category:Microbiology	GFAJ-1
Category:Branches of biology	Category:Microbiology	Halomonadaceae
Category:Branches of biology	Category:Microbiology	Halotolerance
Category:Branches of biology	Category:Microbiology	Nanobacterium
Category:Branches of biology	Category:Microbiology	Sulfate-reducing microorganisms
Category:Branches of biology	Category:Microbiology	ACAM2000
Category:Branches of biology	Category:Microbiology	Antibiotic sensitivity testing
Category:Branches of biology	Category:Microbiology	Coinfection
Category:Branches of biology	Category:Microbiology	Emerging infectious disease
Category:Branches of biology	Category:Microbiology	Evolution of Infectious Disease
Category:Branches of biology	Category:Microbiology	Experimental Bacteriology
Category:Branches of biology	Category:Microbiology	Extra-Terrestrial Exposure Law
Category:Branches of biology	Category:Microbiology	Fecal–oral route
Category:Branches of biology	Category:Microbiology	Fomite
Category:Branches of biology	Category:Microbiology	Germ theory of disease
Category:Branches of biology	Category:Microbiology	Human-to-human transmission
Category:Branches of biology	Category:Microbiology	Human-to-primate transmission
Category:Branches of biology	Category:Microbiology	Infection rate
Category:Branches of biology	Category:Microbiology	Subclinical infection
Category:Branches of biology	Category:Microbiology	Viral load
Category:Branches of biology	Category:Microbiology	Virus
Category:Branches of biology	Category:Microbiology	Wound licking
Category:Branches of biology	Category:Microbiology	Elsevier Biobase
Category:Branches of biology	Category:Microbiology	Autotroph
Category:Branches of biology	Category:Microbiology	BIOPAN
Category:Branches of biology	Category:Microbiology	Chemotroph
Category:Branches of biology	Category:Microbiology	Contact-dependent growth inhibition
Category:Branches of biology	Category:Microbiology	Detritivore
Category:Branches of biology	Category:Microbiology	Endophyte
Category:Branches of biology	Category:Microbiology	Exogenous bacteria
Category:Branches of biology	Category:Microbiology	EXPOSE
Category:Branches of biology	Category:Microbiology	Extremophile
Category:Branches of biology	Category:Microbiology	Fastidious organism
Category:Branches of biology	Category:Microbiology	Geophilic
Category:Branches of biology	Category:Microbiology	GFAJ-1
Category:Branches of biology	Category:Microbiology	Halotolerance
Category:Branches of biology	Category:Microbiology	Lithoautotroph
Category:Branches of biology	Category:Microbiology	Mesophile
Category:Branches of biology	Category:Microbiology	Microaerophile
Category:Branches of biology	Category:Microbiology	Microbial synergy
Category:Branches of biology	Category:Microbiology	Osmotrophy
Category:Branches of biology	Category:Microbiology	Phototroph
Category:Branches of biology	Category:Microbiology	Psychrophile
Category:Branches of biology	Category:Microbiology	Sulfate-reducing microorganisms
Category:Branches of biology	Category:Microbiology	Microbial population biology
Category:Branches of biology	Category:Microbiology	Bacteria collective motion
Category:Branches of biology	Category:Microbiology	Emerging infectious disease
Category:Branches of biology	Category:Microbiology	Endosymbiont
Category:Branches of biology	Category:Microbiology	Error threshold (evolution)
Category:Branches of biology	Category:Microbiology	Genetic demixing
Category:Branches of biology	Category:Microbiology	Microbial ecology
Category:Branches of biology	Category:Microbiology	Microbial intelligence
Category:Branches of biology	Category:Microbiology	Quasispecies model
Category:Branches of biology	Category:Microbiology	Serial passage
Category:Branches of biology	Category:Microbiology	Stable-isotope probing
Category:Branches of biology	Category:Microbiology	Viral evolution
Category:Branches of biology	Category:Microbiology	Viral quasispecies
Category:Branches of biology	Category:Microbiology	Microbiologist
Category:Branches of biology	Category:Microbiology	Charjou Abdirov
Category:Branches of biology	Category:Microbiology	Zena Cardman
Category:Branches of biology	Category:Microbiology	Raúl Cuero
Category:Branches of biology	Category:Microbiology	Bryan R. Cullen
Category:Branches of biology	Category:Microbiology	Karine A. Gibbs
Category:Branches of biology	Category:Microbiology	Scott J. Hultgren
Category:Branches of biology	Category:Microbiology	Sheila Dorothy King
Category:Branches of biology	Category:Microbiology	John Mekalanos
Category:Branches of biology	Category:Microbiology	Folasade Ogunsola
Category:Branches of biology	Category:Microbiology	Bartho Okolo
Category:Branches of biology	Category:Microbiology	Peter Palese
Category:Branches of biology	Category:Microbiology	Jessica A. Scoffield
Category:Branches of biology	Category:Microbiology	Mohammed Shabir
Category:Branches of biology	Category:Microbiology	Peter Hermann Stillmark
Category:Branches of biology	Category:Microbiology	Supeno Surija
Category:Branches of biology	Category:Microbiology	Thida Thavornseth
Category:Branches of biology	Category:Microbiology	Dorothy Yeboah-Manu
Category:Branches of biology	Category:Microbiology	American Phytopathological Society
Category:Branches of biology	Category:Microbiology	American Society for Microbiology
